country,president,year,mentions
Italy,Donald J. Trump (1st Term),2019,80
Italy,Donald J. Trump (1st Term),2020,200
Italy,Donald J. Trump (2nd Term),2025,81
Italy,Donald J. Trump (2nd Term),2026,1
Italy,Dwight D. Eisenhower,1953,3
Italy,Dwight D. Eisenhower,1954,8
Italy,Dwight D. Eisenhower,1955,3
Italy,Dwight D. Eisenhower,1956,2
Italy,Dwight D. Eisenhower,1957,1
Italy,Dwight D. Eisenhower,1958,3
Italy,Dwight D. Eisenhower,1959,9
Italy,Dwight D. Eisenhower,1960,4
Italy,Franklin D. Roosevelt,1936,1
Italy,Franklin D. Roosevelt,1939,2
Italy,Franklin D. Roosevelt,1940,16
Italy,Franklin D. Roosevelt,1941,6
Italy,Franklin D. Roosevelt,1942,11
Italy,Franklin D. Roosevelt,1943,38
Italy,Franklin D. Roosevelt,1944,26
Italy,Franklin D. Roosevelt,1945,3
Italy,George Bush,1989,60
Italy,George Bush,1990,42
Italy,George Bush,1991,18
Italy,George Bush,1992,6
Italy,George W. Bush,2001,30
Italy,George W. Bush,2002,19
Italy,George W. Bush,2003,35
Italy,George W. Bush,2004,55
Italy,George W. Bush,2005,14
Italy,George W. Bush,2006,26
Italy,George W. Bush,2007,32
Italy,George W. Bush,2008,64
Italy,Gerald R. Ford,1974,12
Italy,Gerald R. Ford,1975,25
Italy,Gerald R. Ford,1976,61
Italy,Herbert Hoover,1929,1
Italy,Herbert Hoover,1930,2
Italy,Herbert Hoover,1931,1
Italy,Herbert Hoover,1932,3
Italy,Jimmy Carter,1977,44
Italy,Jimmy Carter,1978,13
Italy,Jimmy Carter,1979,18
Italy,Jimmy Carter,1980,81
Italy,Jimmy Carter,1981,1
Italy,John F. Kennedy,1961,22
Italy,John F. Kennedy,1962,18
Italy,John F. Kennedy,1963,50
Italy,"Joseph R. Biden, Jr.",2021,5
Italy,"Joseph R. Biden, Jr.",2022,15
Italy,"Joseph R. Biden, Jr.",2023,17
Italy,"Joseph R. Biden, Jr.",2024,23
Italy,"Joseph R. Biden, Jr.",2025,1
Italy,Lyndon B. Johnson,1963,2
Italy,Lyndon B. Johnson,1964,30
Italy,Lyndon B. Johnson,1965,20
Italy,Lyndon B. Johnson,1966,21
Italy,Lyndon B. Johnson,1967,19
Italy,Lyndon B. Johnson,1968,5
Italy,Richard Nixon,1969,8
Italy,Richard Nixon,1970,23
Italy,Richard Nixon,1971,12
Italy,Richard Nixon,1972,11
Italy,Richard Nixon,1973,8
Italy,Richard Nixon,1974,3
Italy,Ronald Reagan,1981,10
Italy,Ronald Reagan,1982,52
Italy,Ronald Reagan,1983,50
Italy,Ronald Reagan,1984,19
Italy,Ronald Reagan,1985,38
Italy,Ronald Reagan,1986,16
Italy,Ronald Reagan,1987,29
Italy,Ronald Reagan,1988,40
Italy,Theodore Roosevelt,1902,1
Italy,Theodore Roosevelt,1903,6
Italy,Theodore Roosevelt,1912,1
Italy,Warren G. Harding,1922,2
Italy,Warren G. Harding,1923,1
Italy,William Howard Taft,1909,2
Italy,William J. Clinton,1993,61
Italy,William J. Clinton,1994,91
Italy,William J. Clinton,1995,14
Italy,William J. Clinton,1996,46
Italy,William J. Clinton,1997,16
Italy,William J. Clinton,1998,41
Italy,William J. Clinton,1999,59
Italy,William J. Clinton,2000,11
Italy,Woodrow Wilson,1917,1
Italy,Woodrow Wilson,1918,8
Italy,Woodrow Wilson,1919,68
Jamaica,Barack Obama,2010,2
Jamaica,Barack Obama,2011,1
Jamaica,Barack Obama,2012,1
Jamaica,Barack Obama,2013,1
Jamaica,Barack Obama,2014,1
Jamaica,Barack Obama,2015,47
Jamaica,Donald J. Trump (1st Term),2018,1
Jamaica,Donald J. Trump (1st Term),2019,2
Jamaica,Donald J. Trump (2nd Term),2025,5
Jamaica,Franklin D. Roosevelt,1940,3
Jamaica,George Bush,1990,21
Jamaica,George Bush,1991,1
Jamaica,George Bush,1992,1
Jamaica,George W. Bush,2001,2
Jamaica,George W. Bush,2002,1
Jamaica,Jimmy Carter,1977,8
Jamaica,Jimmy Carter,1978,1
Jamaica,Jimmy Carter,1979,2
Jamaica,Jimmy Carter,1980,2
Jamaica,John F. Kennedy,1961,1
Jamaica,John F. Kennedy,1962,1
Jamaica,"Joseph R. Biden, Jr.",2020,1
Jamaica,"Joseph R. Biden, Jr.",2021,1
Jamaica,"Joseph R. Biden, Jr.",2022,1
Jamaica,Ronald Reagan,1981,7
Jamaica,Ronald Reagan,1982,36
Jamaica,Ronald Reagan,1983,15
Jamaica,Ronald Reagan,1984,1
Jamaica,Ronald Reagan,1985,1
Jamaica,Ronald Reagan,1986,3
Jamaica,Ronald Reagan,1987,1
Jamaica,Ronald Reagan,1988,1
Jamaica,William J. Clinton,1993,4
Jamaica,William J. Clinton,1994,1
Jamaica,William J. Clinton,1997,4
Japan,Barack Obama,2009,118
Japan,Barack Obama,2010,81
Japan,Barack Obama,2011,125
Japan,Barack Obama,2012,66
Japan,Barack Obama,2013,33
Japan,Barack Obama,2014,132
Japan,Barack Obama,2015,135
Japan,Barack Obama,2016,89
Japan,Barack Obama,2017,1
Japan,Calvin Coolidge,1923,5
Japan,Calvin Coolidge,1924,2
Japan,Calvin Coolidge,1925,2
Japan,Calvin Coolidge,1926,1
Japan,Calvin Coolidge,1927,3
Japan,Calvin Coolidge,1928,2
Japan,Calvin Coolidge,1929,1
Japan,Donald J. Trump (1st Term),2017,203
Japan,Donald J. Trump (1st Term),2018,293
Japan,Donald J. Trump (1st Term),2019,435
Japan,Donald J. Trump (1st Term),2020,127
Japan,Donald J. Trump (1st Term),2021,3
Japan,Donald J. Trump (1st Term),2024,1
Japan,Donald J. Trump (2nd Term),2025,399
Japan,Donald J. Trump (2nd Term),2026,4
Japan,Dwight D. Eisenhower,1953,2
Japan,Dwight D. Eisenhower,1954,27
Japan,Dwight D. Eisenhower,1955,1
Japan,Dwight D. Eisenhower,1956,10
Japan,Dwight D. Eisenhower,1957,20
Japan,Dwight D. Eisenhower,1958,5
Japan,Dwight D. Eisenhower,1959,17
Japan,Dwight D. Eisenhower,1960,29
Japan,Dwight D. Eisenhower,1961,1
Japan,Franklin D. Roosevelt,1933,1
Japan,Franklin D. Roosevelt,1935,1
Japan,Franklin D. Roosevelt,1937,1
Japan,Franklin D. Roosevelt,1938,3
Japan,Franklin D. Roosevelt,1940,3
Japan,Franklin D. Roosevelt,1941,29
Japan,Franklin D. Roosevelt,1942,34
Japan,Franklin D. Roosevelt,1943,36
Japan,Franklin D. Roosevelt,1944,39
Japan,Franklin D. Roosevelt,1945,14
Japan,George Bush,1989,91
Japan,George Bush,1990,144
Japan,George Bush,1991,188
Japan,George Bush,1992,363
Japan,George W. Bush,2001,73
Japan,George W. Bush,2002,88
Japan,George W. Bush,2003,98
Japan,George W. Bush,2004,304
Japan,George W. Bush,2005,161
Japan,George W. Bush,2006,299
Japan,George W. Bush,2007,160
Japan,George W. Bush,2008,147
Japan,George W. Bush,2009,2
Japan,George W. Bush,2011,1
Japan,Gerald R. Ford,1974,73
Japan,Gerald R. Ford,1975,67
Japan,Gerald R. Ford,1976,56
Japan,Gerald R. Ford,1977,3
Japan,Herbert Hoover,1929,2
Japan,Herbert Hoover,1930,8
Japan,Herbert Hoover,1932,11
Japan,Jimmy Carter,1977,104
Japan,Jimmy Carter,1978,76
Japan,Jimmy Carter,1979,264
Japan,Jimmy Carter,1980,129
Japan,Jimmy Carter,1981,1
Japan,John F. Kennedy,1960,1
Japan,John F. Kennedy,1961,25
Japan,John F. Kennedy,1962,37
Japan,John F. Kennedy,1963,18
Japan,"Joseph R. Biden, Jr.",2020,1
Japan,"Joseph R. Biden, Jr.",2021,69
Japan,"Joseph R. Biden, Jr.",2022,129
Japan,"Joseph R. Biden, Jr.",2023,157
Japan,"Joseph R. Biden, Jr.",2024,110
Japan,"Joseph R. Biden, Jr.",2025,8
Japan,Lyndon B. Johnson,1963,3
Japan,Lyndon B. Johnson,1964,12
Japan,Lyndon B. Johnson,1965,14
Japan,Lyndon B. Johnson,1966,19
Japan,Lyndon B. Johnson,1967,13
Japan,Lyndon B. Johnson,1968,10
Japan,Richard Nixon,1969,11
Japan,Richard Nixon,1970,13
Japan,Richard Nixon,1971,64
Japan,Richard Nixon,1972,42
Japan,Richard Nixon,1973,50
Japan,Richard Nixon,1974,9
Japan,Ronald Reagan,1981,36
Japan,Ronald Reagan,1982,33
Japan,Ronald Reagan,1983,188
Japan,Ronald Reagan,1984,74
Japan,Ronald Reagan,1985,52
Japan,Ronald Reagan,1986,112
Japan,Ronald Reagan,1987,129
Japan,Ronald Reagan,1988,103
Japan,Ronald Reagan,1989,6
Japan,Theodore Roosevelt,1902,1
Japan,Theodore Roosevelt,1903,3
Japan,Theodore Roosevelt,1904,1
Japan,Warren G. Harding,1922,5
Japan,Warren G. Harding,1923,4
Japan,William Howard Taft,1908,1
Japan,William Howard Taft,1909,7
Japan,William J. Clinton,1993,511
Japan,William J. Clinton,1994,289
Japan,William J. Clinton,1995,320
Japan,William J. Clinton,1996,238
Japan,William J. Clinton,1997,167
Japan,William J. Clinton,1998,308
Japan,William J. Clinton,1999,144
Japan,William J. Clinton,2000,74
Japan,Woodrow Wilson,1917,1
Japan,Woodrow Wilson,1919,97
Jersey,Barack Obama,2009,3
Jersey,Barack Obama,2010,1
Jersey,Barack Obama,2011,1
Jersey,Barack Obama,2012,3
Jersey,Barack Obama,2013,1
Jersey,Barack Obama,2014,3
Jersey,Barack Obama,2015,1
Jersey,Barack Obama,2016,3
Jersey,Calvin Coolidge,1928,1
Jersey,Donald J. Trump (1st Term),2018,1
Jersey,Donald J. Trump (1st Term),2020,1
Jersey,George Bush,1989,1
Jersey,George Bush,1992,1
Jersey,George W. Bush,2002,1
Jersey,George W. Bush,2004,1
Jersey,George W. Bush,2007,3
Jersey,Gerald R. Ford,1976,8
Jersey,Jimmy Carter,1979,1
Jersey,"Joseph R. Biden, Jr.",2021,1
Jersey,"Joseph R. Biden, Jr.",2022,2
Jersey,"Joseph R. Biden, Jr.",2023,2
Jersey,"Joseph R. Biden, Jr.",2024,2
Jersey,Ronald Reagan,1984,1
Jordan,Barack Obama,2009,3
Jordan,Barack Obama,2010,6
Jordan,Barack Obama,2011,14
Jordan,Barack Obama,2012,16
Jordan,Barack Obama,2013,58
Jordan,Barack Obama,2014,31
Jordan,Barack Obama,2015,9
Jordan,Barack Obama,2016,18
Jordan,Donald J. Trump (1st Term),2017,18
Jordan,Donald J. Trump (1st Term),2018,12
Jordan,Donald J. Trump (1st Term),2019,8
Jordan,Donald J. Trump (1st Term),2020,6
Jordan,Donald J. Trump (1st Term),2021,1
Jordan,Donald J. Trump (2nd Term),2025,50
Jordan,Dwight D. Eisenhower,1954,1
Jordan,Dwight D. Eisenhower,1956,2
Jordan,Dwight D. Eisenhower,1957,6
Jordan,Dwight D. Eisenhower,1958,13
Jordan,Dwight D. Eisenhower,1959,1
Jordan,Dwight D. Eisenhower,1960,1
Jordan,George Bush,1989,17
Jordan,George Bush,1990,37
Jordan,George Bush,1991,36
Jordan,George Bush,1992,6
Jordan,George W. Bush,2001,22
Jordan,George W. Bush,2002,10
Jordan,George W. Bush,2003,34
Jordan,George W. Bush,2004,27
Jordan,George W. Bush,2005,43
Jordan,George W. Bush,2006,22
Jordan,George W. Bush,2007,18
Jordan,George W. Bush,2008,23
Jordan,George W. Bush,2009,1
Jordan,Gerald R. Ford,1974,1
Jordan,Gerald R. Ford,1975,3
Jordan,Gerald R. Ford,1976,6
Jordan,Jimmy Carter,1977,57
Jordan,Jimmy Carter,1978,23
Jordan,Jimmy Carter,1979,16
Jordan,Jimmy Carter,1980,22
Jordan,John F. Kennedy,1963,1
Jordan,"Joseph R. Biden, Jr.",2021,6
Jordan,"Joseph R. Biden, Jr.",2022,3
Jordan,"Joseph R. Biden, Jr.",2023,11
Jordan,"Joseph R. Biden, Jr.",2024,12
Jordan,Lyndon B. Johnson,1964,6
Jordan,Lyndon B. Johnson,1966,1
Jordan,Lyndon B. Johnson,1968,1
Jordan,Richard Nixon,1969,1
Jordan,Richard Nixon,1970,3
Jordan,Richard Nixon,1971,3
Jordan,Richard Nixon,1972,1
Jordan,Richard Nixon,1973,1
Jordan,Richard Nixon,1974,8
Jordan,Ronald Reagan,1981,11
Jordan,Ronald Reagan,1982,14
Jordan,Ronald Reagan,1983,7
Jordan,Ronald Reagan,1984,17
Jordan,Ronald Reagan,1985,22
Jordan,Ronald Reagan,1986,2
Jordan,Ronald Reagan,1987,3
Jordan,Ronald Reagan,1988,1
Jordan,William J. Clinton,1993,42
Jordan,William J. Clinton,1994,121
Jordan,William J. Clinton,1995,29
Jordan,William J. Clinton,1996,7
Jordan,William J. Clinton,1997,14
Jordan,William J. Clinton,1998,6
Jordan,William J. Clinton,1999,31
Jordan,William J. Clinton,2000,22
Jordan,William J. Clinton,2001,4
Kazakhstan,Barack Obama,2010,3
Kazakhstan,Barack Obama,2012,21
Kazakhstan,Donald J. Trump (1st Term),2017,1
Kazakhstan,Donald J. Trump (1st Term),2018,30
Kazakhstan,Donald J. Trump (1st Term),2021,1
Kazakhstan,Donald J. Trump (2nd Term),2025,13
Kazakhstan,George Bush,1991,3
Kazakhstan,George Bush,1992,19
Kazakhstan,George W. Bush,2002,1
Kazakhstan,George W. Bush,2004,1
Kazakhstan,George W. Bush,2006,12
Kazakhstan,George W. Bush,2008,1
Kazakhstan,William J. Clinton,1993,3
Kazakhstan,William J. Clinton,1994,54
Kazakhstan,William J. Clinton,1995,10
Kazakhstan,William J. Clinton,1997,1
Kazakhstan,William J. Clinton,1998,3
Kazakhstan,William J. Clinton,1999,3
Kazakhstan,William J. Clinton,2000,2
Kenya,Barack Obama,2004,1
Kenya,Barack Obama,2008,1
Kenya,Barack Obama,2009,27
Kenya,Barack Obama,2010,12
Kenya,Barack Obama,2011,5
Kenya,Barack Obama,2012,4
Kenya,Barack Obama,2013,54
Kenya,Barack Obama,2014,25
Kenya,Barack Obama,2015,225
Kenya,Barack Obama,2016,11
Kenya,Donald J. Trump (1st Term),2017,2
Kenya,Donald J. Trump (1st Term),2018,7
Kenya,Donald J. Trump (2nd Term),2025,5
Kenya,George Bush,1990,2
Kenya,George W. Bush,2001,4
Kenya,George W. Bush,2002,9
Kenya,George W. Bush,2003,92
Kenya,George W. Bush,2004,2
Kenya,George W. Bush,2005,5
Kenya,George W. Bush,2006,26
Kenya,George W. Bush,2007,5
Kenya,George W. Bush,2008,34
Kenya,Jimmy Carter,1977,1
Kenya,Jimmy Carter,1978,1
Kenya,Jimmy Carter,1980,47
Kenya,John F. Kennedy,1963,1
Kenya,"Joseph R. Biden, Jr.",2020,1
Kenya,"Joseph R. Biden, Jr.",2021,12
Kenya,"Joseph R. Biden, Jr.",2022,3
Kenya,"Joseph R. Biden, Jr.",2023,3
Kenya,"Joseph R. Biden, Jr.",2024,92
Kenya,Richard Nixon,1969,1
Kenya,Richard Nixon,1970,1
Kenya,Ronald Reagan,1981,4
Kenya,Ronald Reagan,1982,1
Kenya,Ronald Reagan,1983,1
Kenya,Ronald Reagan,1987,13
Kenya,William J. Clinton,1994,1
Kenya,William J. Clinton,1996,1
Kenya,William J. Clinton,1998,23
Kenya,William J. Clinton,1999,2
Kenya,William J. Clinton,2000,6
Kiribati,Barack Obama,2015,1
Kiribati,Barack Obama,2016,1
Kuwait,Barack Obama,2009,10
Kuwait,Barack Obama,2010,3
Kuwait,Barack Obama,2011,4
Kuwait,Barack Obama,2012,1
Kuwait,Barack Obama,2013,5
Kuwait,Barack Obama,2015,5
Kuwait,Barack Obama,2016,1
Kuwait,Donald J. Trump (1st Term),2017,46
Kuwait,Donald J. Trump (1st Term),2018,17
Kuwait,Donald J. Trump (1st Term),2019,6
Kuwait,Donald J. Trump (1st Term),2020,10
Kuwait,Donald J. Trump (2nd Term),2025,7
Kuwait,George Bush,1989,2
Kuwait,George Bush,1990,500
Kuwait,George Bush,1991,328
Kuwait,George Bush,1992,96
Kuwait,George Bush,1993,2
Kuwait,George W. Bush,2001,5
Kuwait,George W. Bush,2002,14
Kuwait,George W. Bush,2003,13
Kuwait,George W. Bush,2004,73
Kuwait,George W. Bush,2005,11
Kuwait,George W. Bush,2006,12
Kuwait,George W. Bush,2007,9
Kuwait,George W. Bush,2008,33
Kuwait,George W. Bush,2009,1
Kuwait,Jimmy Carter,1980,5
Kuwait,John F. Kennedy,1961,1
Kuwait,"Joseph R. Biden, Jr.",2021,1
Kuwait,"Joseph R. Biden, Jr.",2022,2
Kuwait,"Joseph R. Biden, Jr.",2023,1
Kuwait,"Joseph R. Biden, Jr.",2025,1
Kuwait,Lyndon B. Johnson,1968,8
Kuwait,Ronald Reagan,1981,1
Kuwait,Ronald Reagan,1983,8
Kuwait,Ronald Reagan,1984,3
Kuwait,Ronald Reagan,1985,1
Kuwait,Ronald Reagan,1986,1
Kuwait,Ronald Reagan,1987,4
Kuwait,Ronald Reagan,1988,12
Kuwait,William J. Clinton,1993,15
Kuwait,William J. Clinton,1994,41
Kuwait,William J. Clinton,1995,8
Kuwait,William J. Clinton,1996,25
Kuwait,William J. Clinton,1997,5
Kuwait,William J. Clinton,1998,16
Kuwait,William J. Clinton,1999,3
Kuwait,William J. Clinton,2000,2
Kyrgyzstan,Barack Obama,2010,12
Kyrgyzstan,Donald J. Trump (2nd Term),2025,1
Kyrgyzstan,George Bush,1991,1
Kyrgyzstan,George W. Bush,2005,9
Kyrgyzstan,George W. Bush,2006,4
Kyrgyzstan,George W. Bush,2007,3
Kyrgyzstan,George W. Bush,2008,1
Kyrgyzstan,William J. Clinton,1999,1
Latvia,Barack Obama,2013,2
Latvia,Barack Obama,2014,17
Latvia,Barack Obama,2016,2
Latvia,Donald J. Trump (1st Term),2017,1
Latvia,Donald J. Trump (1st Term),2018,10
Latvia,Donald J. Trump (1st Term),2019,2
Latvia,Dwight D. Eisenhower,1957,2
Latvia,Franklin D. Roosevelt,1939,2
Latvia,George Bush,1989,1
Latvia,George Bush,1990,5
Latvia,George Bush,1991,12
Latvia,George Bush,1992,3
Latvia,George W. Bush,2001,1
Latvia,George W. Bush,2002,4
Latvia,George W. Bush,2003,3
Latvia,George W. Bush,2004,4
Latvia,George W. Bush,2005,41
Latvia,George W. Bush,2006,13
Latvia,George W. Bush,2007,2
Latvia,George W. Bush,2008,4
Latvia,Gerald R. Ford,1975,1
Latvia,Herbert Hoover,1929,1
Latvia,Herbert Hoover,1931,1
Latvia,"Joseph R. Biden, Jr.",2021,6
Latvia,"Joseph R. Biden, Jr.",2022,9
Latvia,"Joseph R. Biden, Jr.",2023,5
Latvia,Ronald Reagan,1983,3
Latvia,Ronald Reagan,1985,1
Latvia,William J. Clinton,1993,3
Latvia,William J. Clinton,1994,43
Latvia,William J. Clinton,1995,3
Latvia,William J. Clinton,1997,3
Latvia,William J. Clinton,1998,6
Latvia,William J. Clinton,2000,1
Lebanon,Barack Obama,2009,33
Lebanon,Barack Obama,2010,2
Lebanon,Barack Obama,2011,2
Lebanon,Barack Obama,2012,5
Lebanon,Barack Obama,2013,34
Lebanon,Barack Obama,2014,14
Lebanon,Barack Obama,2015,14
Lebanon,Barack Obama,2016,8
Lebanon,Donald J. Trump (1st Term),2017,20
Lebanon,Donald J. Trump (1st Term),2018,11
Lebanon,Donald J. Trump (1st Term),2019,2
Lebanon,Donald J. Trump (1st Term),2020,21
Lebanon,Donald J. Trump (2nd Term),2025,53
Lebanon,Donald J. Trump (2nd Term),2026,1
Lebanon,Dwight D. Eisenhower,1955,1
Lebanon,Dwight D. Eisenhower,1957,2
Lebanon,Dwight D. Eisenhower,1958,27
Lebanon,Dwight D. Eisenhower,1959,1
Lebanon,Dwight D. Eisenhower,1960,4
Lebanon,Franklin D. Roosevelt,1945,1
Lebanon,George Bush,1989,72
Lebanon,George Bush,1990,30
Lebanon,George Bush,1991,58
Lebanon,George Bush,1992,10
Lebanon,George W. Bush,2001,1
Lebanon,George W. Bush,2002,5
Lebanon,George W. Bush,2003,2
Lebanon,George W. Bush,2004,6
Lebanon,George W. Bush,2005,187
Lebanon,George W. Bush,2006,304
Lebanon,George W. Bush,2007,104
Lebanon,George W. Bush,2008,150
Lebanon,George W. Bush,2009,1
Lebanon,Gerald R. Ford,1975,5
Lebanon,Gerald R. Ford,1976,36
Lebanon,Jimmy Carter,1977,20
Lebanon,Jimmy Carter,1978,42
Lebanon,Jimmy Carter,1979,15
Lebanon,Jimmy Carter,1980,15
Lebanon,John F. Kennedy,1962,3
Lebanon,John F. Kennedy,1963,1
Lebanon,"Joseph R. Biden, Jr.",2021,2
Lebanon,"Joseph R. Biden, Jr.",2022,10
Lebanon,"Joseph R. Biden, Jr.",2023,1
Lebanon,"Joseph R. Biden, Jr.",2024,40
Lebanon,"Joseph R. Biden, Jr.",2025,10
Lebanon,Lyndon B. Johnson,1964,2
Lebanon,Lyndon B. Johnson,1965,5
Lebanon,Lyndon B. Johnson,1966,1
Lebanon,Lyndon B. Johnson,1968,1
Lebanon,Richard Nixon,1969,1
Lebanon,Richard Nixon,1973,1
Lebanon,Richard Nixon,1974,9
Lebanon,Ronald Reagan,1981,13
Lebanon,Ronald Reagan,1982,160
Lebanon,Ronald Reagan,1983,439
Lebanon,Ronald Reagan,1984,134
Lebanon,Ronald Reagan,1985,47
Lebanon,Ronald Reagan,1986,34
Lebanon,Ronald Reagan,1987,9
Lebanon,Ronald Reagan,1988,24
Lebanon,Ronald Reagan,1989,2
Lebanon,William J. Clinton,1993,9
Lebanon,William J. Clinton,1994,58
Lebanon,William J. Clinton,1995,10
Lebanon,William J. Clinton,1996,104
Lebanon,William J. Clinton,1997,19
Lebanon,William J. Clinton,1998,3
Lebanon,William J. Clinton,1999,17
Lebanon,William J. Clinton,2000,20
Lebanon,William J. Clinton,2001,1
Lesotho,George W. Bush,2001,1
Lesotho,George W. Bush,2004,1
Lesotho,William J. Clinton,1999,1
Liberia,Abraham Lincoln,1862,5
Liberia,Barack Obama,2009,1
Liberia,Barack Obama,2010,15
Liberia,Barack Obama,2011,1
Liberia,Barack Obama,2013,2
Liberia,Barack Obama,2014,53
Liberia,Barack Obama,2015,25
Liberia,Barack Obama,2016,2
Liberia,Calvin Coolidge,1925,1
Liberia,Donald J. Trump (1st Term),2020,2
Liberia,Donald J. Trump (2nd Term),2025,11
Liberia,Dwight D. Eisenhower,1954,5
Liberia,Franklin D. Roosevelt,1941,2
Liberia,Franklin D. Roosevelt,1943,4
Liberia,Franklin D. Roosevelt,1944,3
Liberia,George Bush,1991,3
Liberia,George W. Bush,2003,77
Liberia,George W. Bush,2004,6
Liberia,George W. Bush,2005,2
Liberia,George W. Bush,2006,17
Liberia,George W. Bush,2007,22
Liberia,George W. Bush,2008,71
Liberia,Gerald R. Ford,1976,19
Liberia,Herbert Hoover,1929,1
Liberia,Jimmy Carter,1978,31
Liberia,Jimmy Carter,1980,1
Liberia,John F. Kennedy,1962,1
Liberia,"Joseph R. Biden, Jr.",2020,1
Liberia,"Joseph R. Biden, Jr.",2022,2
Liberia,Lyndon B. Johnson,1968,5
Liberia,Richard Nixon,1969,1
Liberia,Richard Nixon,1970,2
Liberia,Richard Nixon,1972,3
Liberia,Richard Nixon,1973,3
Liberia,Ronald Reagan,1982,9
Liberia,William Howard Taft,1909,2
Liberia,William J. Clinton,1993,2
Liberia,William J. Clinton,1995,1
Liberia,William J. Clinton,1996,6
Liberia,William J. Clinton,1997,2
Liberia,William J. Clinton,1998,6
Liberia,William J. Clinton,1999,4
Liberia,William J. Clinton,2000,1
Liberia,William J. Clinton,2001,1
Libya,Barack Obama,2009,4
Libya,Barack Obama,2010,1
Libya,Barack Obama,2011,267
Libya,Barack Obama,2012,78
Libya,Barack Obama,2013,34
Libya,Barack Obama,2014,22
Libya,Barack Obama,2015,57
Libya,Barack Obama,2016,81
Libya,Donald J. Trump (1st Term),2016,4
Libya,Donald J. Trump (1st Term),2017,21
Libya,Donald J. Trump (1st Term),2018,15
Libya,Donald J. Trump (1st Term),2019,9
Libya,Donald J. Trump (1st Term),2020,9
Libya,Donald J. Trump (2nd Term),2025,6
Libya,Franklin D. Roosevelt,1941,2
Libya,Franklin D. Roosevelt,1942,2
Libya,Franklin D. Roosevelt,1943,3
Libya,Franklin D. Roosevelt,1944,1
Libya,George Bush,1989,15
Libya,George Bush,1990,13
Libya,George Bush,1991,7
Libya,George Bush,1992,5
Libya,George W. Bush,2001,4
Libya,George W. Bush,2002,3
Libya,George W. Bush,2003,12
Libya,George W. Bush,2004,300
Libya,George W. Bush,2005,19
Libya,George W. Bush,2006,6
Libya,George W. Bush,2007,13
Libya,George W. Bush,2008,8
Libya,Gerald R. Ford,1976,1
Libya,Jimmy Carter,1977,3
Libya,Jimmy Carter,1978,5
Libya,Jimmy Carter,1979,1
Libya,Jimmy Carter,1980,75
Libya,John F. Kennedy,1962,3
Libya,"Joseph R. Biden, Jr.",2021,7
Libya,"Joseph R. Biden, Jr.",2023,2
Libya,Richard Nixon,1969,1
Libya,Richard Nixon,1970,7
Libya,Richard Nixon,1973,2
Libya,Richard Nixon,1974,2
Libya,Ronald Reagan,1981,14
Libya,Ronald Reagan,1982,1
Libya,Ronald Reagan,1983,15
Libya,Ronald Reagan,1984,9
Libya,Ronald Reagan,1985,21
Libya,Ronald Reagan,1986,99
Libya,Ronald Reagan,1987,4
Libya,Ronald Reagan,1988,28
Libya,Ronald Reagan,1989,3
Libya,William J. Clinton,1993,9
Libya,William J. Clinton,1994,4
Libya,William J. Clinton,1995,6
Libya,William J. Clinton,1996,25
Libya,William J. Clinton,1997,4
Libya,William J. Clinton,1998,8
Libya,William J. Clinton,1999,1
Liechtenstein,Donald J. Trump (1st Term),2020,1
Liechtenstein,Donald J. Trump (2nd Term),2025,1
Liechtenstein,Franklin D. Roosevelt,1939,1
Liechtenstein,Ronald Reagan,1987,1
Lithuania,Barack Obama,2012,1
Lithuania,Barack Obama,2013,1
Lithuania,Barack Obama,2014,11
Lithuania,Barack Obama,2016,3
Lithuania,Donald J. Trump (1st Term),2017,1
Lithuania,Donald J. Trump (1st Term),2018,5
Lithuania,Donald J. Trump (1st Term),2019,1
Lithuania,Donald J. Trump (2nd Term),2025,5
Lithuania,Dwight D. Eisenhower,1957,2
Lithuania,Franklin D. Roosevelt,1939,1
Lithuania,George Bush,1989,2
Lithuania,George Bush,1990,135
Lithuania,George Bush,1991,28
Lithuania,George Bush,1992,3
Lithuania,George W. Bush,2001,1
Lithuania,George W. Bush,2002,38
Lithuania,George W. Bush,2003,3
Lithuania,George W. Bush,2004,3
Lithuania,George W. Bush,2005,31
Lithuania,George W. Bush,2006,5
Lithuania,George W. Bush,2007,5
Lithuania,George W. Bush,2008,6
Lithuania,Gerald R. Ford,1975,1
Lithuania,Herbert Hoover,1929,1
Lithuania,Herbert Hoover,1931,1
Lithuania,"Joseph R. Biden, Jr.",2021,1
Lithuania,"Joseph R. Biden, Jr.",2022,5
Lithuania,"Joseph R. Biden, Jr.",2023,22
Lithuania,"Joseph R. Biden, Jr.",2024,1
Lithuania,Ronald Reagan,1983,2
Lithuania,William J. Clinton,1993,4
Lithuania,William J. Clinton,1994,19
Lithuania,William J. Clinton,1995,1
Lithuania,William J. Clinton,1996,1
Lithuania,William J. Clinton,1997,2
Lithuania,William J. Clinton,1998,7
Lithuania,William J. Clinton,1999,1
Lithuania,William J. Clinton,2000,3
Luxembourg,Donald J. Trump (1st Term),2018,1
Luxembourg,Donald J. Trump (2nd Term),2025,2
Luxembourg,Franklin D. Roosevelt,1940,2
Luxembourg,Franklin D. Roosevelt,1941,1
Luxembourg,Franklin D. Roosevelt,1945,1
Luxembourg,George Bush,1990,1
Luxembourg,George W. Bush,2005,4
Luxembourg,George W. Bush,2008,1
