state,abbr,president,year,mentions
West Virginia,WV,Ronald Reagan,1988,1
West Virginia,WV,William J. Clinton,1993,28
West Virginia,WV,William J. Clinton,1994,5
West Virginia,WV,William J. Clinton,1995,7
West Virginia,WV,William J. Clinton,1996,46
West Virginia,WV,William J. Clinton,1997,34
West Virginia,WV,William J. Clinton,1998,6
West Virginia,WV,William J. Clinton,1999,14
West Virginia,WV,William J. Clinton,2000,22
Wisconsin,WI,Andrew Johnson,1866,1
Wisconsin,WI,Barack Obama,2009,17
Wisconsin,WI,Barack Obama,2010,47
Wisconsin,WI,Barack Obama,2011,12
Wisconsin,WI,Barack Obama,2012,79
Wisconsin,WI,Barack Obama,2013,6
Wisconsin,WI,Barack Obama,2014,50
Wisconsin,WI,Barack Obama,2015,16
Wisconsin,WI,Barack Obama,2016,3
Wisconsin,WI,Benjamin Harrison,1891,1
Wisconsin,WI,Calvin Coolidge,1925,2
Wisconsin,WI,Calvin Coolidge,1926,1
Wisconsin,WI,Calvin Coolidge,1927,1
Wisconsin,WI,Donald J. Trump (1st Term),2016,1
Wisconsin,WI,Donald J. Trump (1st Term),2017,64
Wisconsin,WI,Donald J. Trump (1st Term),2018,165
Wisconsin,WI,Donald J. Trump (1st Term),2019,93
Wisconsin,WI,Donald J. Trump (1st Term),2020,250
Wisconsin,WI,Donald J. Trump (1st Term),2021,16
Wisconsin,WI,Donald J. Trump (1st Term),2024,9
Wisconsin,WI,Donald J. Trump (2nd Term),2025,38
Wisconsin,WI,Dwight D. Eisenhower,1953,4
Wisconsin,WI,Dwight D. Eisenhower,1954,1
Wisconsin,WI,Dwight D. Eisenhower,1955,1
Wisconsin,WI,Dwight D. Eisenhower,1956,8
Wisconsin,WI,Dwight D. Eisenhower,1957,7
Wisconsin,WI,Dwight D. Eisenhower,1958,2
Wisconsin,WI,Dwight D. Eisenhower,1960,2
Wisconsin,WI,Franklin D. Roosevelt,1934,3
Wisconsin,WI,Franklin D. Roosevelt,1935,1
Wisconsin,WI,Franklin D. Roosevelt,1936,2
Wisconsin,WI,Franklin D. Roosevelt,1938,3
Wisconsin,WI,Franklin D. Roosevelt,1939,1
Wisconsin,WI,Franklin D. Roosevelt,1941,3
Wisconsin,WI,George Bush,1989,5
Wisconsin,WI,George Bush,1990,22
Wisconsin,WI,George Bush,1991,5
Wisconsin,WI,George Bush,1992,93
Wisconsin,WI,George W. Bush,2001,28
Wisconsin,WI,George W. Bush,2002,63
Wisconsin,WI,George W. Bush,2003,18
Wisconsin,WI,George W. Bush,2004,166
Wisconsin,WI,George W. Bush,2005,14
Wisconsin,WI,George W. Bush,2006,22
Wisconsin,WI,George W. Bush,2007,3
Wisconsin,WI,George W. Bush,2008,5
Wisconsin,WI,Gerald R. Ford,1974,6
Wisconsin,WI,Gerald R. Ford,1975,25
Wisconsin,WI,Gerald R. Ford,1976,66
Wisconsin,WI,Herbert Hoover,1930,1
Wisconsin,WI,Herbert Hoover,1932,5
Wisconsin,WI,Jimmy Carter,1977,17
Wisconsin,WI,Jimmy Carter,1978,7
Wisconsin,WI,Jimmy Carter,1979,27
Wisconsin,WI,Jimmy Carter,1980,29
Wisconsin,WI,John F. Kennedy,1960,1
Wisconsin,WI,John F. Kennedy,1962,12
Wisconsin,WI,John F. Kennedy,1963,17
Wisconsin,WI,"Joseph R. Biden, Jr.",2020,2
Wisconsin,WI,"Joseph R. Biden, Jr.",2021,38
Wisconsin,WI,"Joseph R. Biden, Jr.",2022,68
Wisconsin,WI,"Joseph R. Biden, Jr.",2023,50
Wisconsin,WI,"Joseph R. Biden, Jr.",2024,87
Wisconsin,WI,Lyndon B. Johnson,1964,33
Wisconsin,WI,Lyndon B. Johnson,1965,2
Wisconsin,WI,Lyndon B. Johnson,1966,5
Wisconsin,WI,Lyndon B. Johnson,1968,4
Wisconsin,WI,Lyndon B. Johnson,1969,1
Wisconsin,WI,Richard Nixon,1969,3
Wisconsin,WI,Richard Nixon,1970,11
Wisconsin,WI,Richard Nixon,1971,1
Wisconsin,WI,Ronald Reagan,1981,5
Wisconsin,WI,Ronald Reagan,1982,3
Wisconsin,WI,Ronald Reagan,1983,5
Wisconsin,WI,Ronald Reagan,1984,18
Wisconsin,WI,Ronald Reagan,1985,17
Wisconsin,WI,Ronald Reagan,1986,17
Wisconsin,WI,Ronald Reagan,1987,7
Wisconsin,WI,Ronald Reagan,1988,14
Wisconsin,WI,Theodore Roosevelt,1903,12
Wisconsin,WI,Theodore Roosevelt,1912,7
Wisconsin,WI,Warren G. Harding,1923,2
Wisconsin,WI,William J. Clinton,1993,49
Wisconsin,WI,William J. Clinton,1994,11
Wisconsin,WI,William J. Clinton,1995,10
Wisconsin,WI,William J. Clinton,1996,50
Wisconsin,WI,William J. Clinton,1997,12
Wisconsin,WI,William J. Clinton,1998,5
Wisconsin,WI,William J. Clinton,1999,6
Wisconsin,WI,William J. Clinton,2000,6
Wisconsin,WI,Woodrow Wilson,1916,1
Wisconsin,WI,Woodrow Wilson,1919,1
Wyoming,WY,Barack Obama,2009,3
Wyoming,WY,Barack Obama,2010,4
Wyoming,WY,Barack Obama,2011,4
Wyoming,WY,Barack Obama,2012,1
Wyoming,WY,Barack Obama,2013,3
Wyoming,WY,Barack Obama,2014,2
Wyoming,WY,Barack Obama,2016,5
Wyoming,WY,Calvin Coolidge,1928,1
Wyoming,WY,Donald J. Trump (1st Term),2017,6
Wyoming,WY,Donald J. Trump (1st Term),2018,2
Wyoming,WY,Donald J. Trump (1st Term),2019,15
Wyoming,WY,Donald J. Trump (1st Term),2020,8
Wyoming,WY,Donald J. Trump (2nd Term),2025,1
Wyoming,WY,Donald J. Trump (2nd Term),2026,1
Wyoming,WY,Dwight D. Eisenhower,1954,3
Wyoming,WY,Franklin D. Roosevelt,1933,5
Wyoming,WY,Franklin D. Roosevelt,1936,6
Wyoming,WY,Franklin D. Roosevelt,1937,1
Wyoming,WY,Franklin D. Roosevelt,1938,1
Wyoming,WY,George Bush,1989,23
Wyoming,WY,George Bush,1990,20
Wyoming,WY,George Bush,1991,2
Wyoming,WY,George Bush,1992,16
Wyoming,WY,George W. Bush,2001,3
Wyoming,WY,George W. Bush,2004,8
Wyoming,WY,George W. Bush,2005,4
Wyoming,WY,George W. Bush,2006,2
Wyoming,WY,George W. Bush,2007,2
Wyoming,WY,George W. Bush,2008,1
Wyoming,WY,Gerald R. Ford,1975,1
Wyoming,WY,Gerald R. Ford,1976,1
Wyoming,WY,Herbert Hoover,1932,1
Wyoming,WY,Jimmy Carter,1977,4
Wyoming,WY,Jimmy Carter,1978,1
Wyoming,WY,Jimmy Carter,1979,4
Wyoming,WY,Jimmy Carter,1980,3
Wyoming,WY,John F. Kennedy,1963,11
Wyoming,WY,"Joseph R. Biden, Jr.",2022,7
Wyoming,WY,"Joseph R. Biden, Jr.",2024,3
Wyoming,WY,Lyndon B. Johnson,1964,13
Wyoming,WY,Lyndon B. Johnson,1965,1
Wyoming,WY,Lyndon B. Johnson,1966,6
Wyoming,WY,Lyndon B. Johnson,1968,4
Wyoming,WY,Richard Nixon,1970,2
Wyoming,WY,Richard Nixon,1971,5
Wyoming,WY,Richard Nixon,1973,1
Wyoming,WY,Richard Nixon,1974,1
Wyoming,WY,Ronald Reagan,1982,13
Wyoming,WY,Ronald Reagan,1983,1
Wyoming,WY,Ronald Reagan,1986,1
Wyoming,WY,Ronald Reagan,1988,2
Wyoming,WY,Theodore Roosevelt,1903,11
Wyoming,WY,Warren G. Harding,1923,1
Wyoming,WY,William Howard Taft,1909,1
Wyoming,WY,William Howard Taft,1910,4
Wyoming,WY,William J. Clinton,1993,3
Wyoming,WY,William J. Clinton,1994,3
Wyoming,WY,William J. Clinton,1995,19
Wyoming,WY,William J. Clinton,1996,5
Wyoming,WY,William J. Clinton,1997,6
Wyoming,WY,William J. Clinton,1998,12
Wyoming,WY,William J. Clinton,1999,24
Wyoming,WY,William J. Clinton,2000,22
