state,abbr,president,year,mentions
Alabama,AL,Abraham Lincoln,1860,1
Alabama,AL,Andrew Johnson,1866,1
Alabama,AL,Barack Obama,2009,9
Alabama,AL,Barack Obama,2010,26
Alabama,AL,Barack Obama,2011,28
Alabama,AL,Barack Obama,2012,7
Alabama,AL,Barack Obama,2013,16
Alabama,AL,Barack Obama,2014,4
Alabama,AL,Barack Obama,2015,32
Alabama,AL,Barack Obama,2016,9
Alabama,AL,Barack Obama,2017,1
Alabama,AL,Calvin Coolidge,1927,1
Alabama,AL,Calvin Coolidge,1928,1
Alabama,AL,Donald J. Trump (1st Term),2017,62
Alabama,AL,Donald J. Trump (1st Term),2018,49
Alabama,AL,Donald J. Trump (1st Term),2019,68
Alabama,AL,Donald J. Trump (1st Term),2020,48
Alabama,AL,Donald J. Trump (1st Term),2021,3
Alabama,AL,Donald J. Trump (2nd Term),2025,81
Alabama,AL,Donald J. Trump (2nd Term),2026,1
Alabama,AL,Dwight D. Eisenhower,1954,3
Alabama,AL,Dwight D. Eisenhower,1955,1
Alabama,AL,Dwight D. Eisenhower,1956,1
Alabama,AL,Dwight D. Eisenhower,1957,1
Alabama,AL,Dwight D. Eisenhower,1958,1
Alabama,AL,Dwight D. Eisenhower,1959,1
Alabama,AL,Franklin D. Roosevelt,1934,2
Alabama,AL,Franklin D. Roosevelt,1936,1
Alabama,AL,Franklin D. Roosevelt,1938,4
Alabama,AL,Franklin D. Roosevelt,1939,5
Alabama,AL,Franklin D. Roosevelt,1940,1
Alabama,AL,Franklin D. Roosevelt,1941,1
Alabama,AL,Franklin D. Roosevelt,1942,2
Alabama,AL,George Bush,1989,8
Alabama,AL,George Bush,1990,37
Alabama,AL,George Bush,1991,9
Alabama,AL,George Bush,1992,14
Alabama,AL,George W. Bush,2001,30
Alabama,AL,George W. Bush,2002,34
Alabama,AL,George W. Bush,2003,22
Alabama,AL,George W. Bush,2004,18
Alabama,AL,George W. Bush,2005,39
Alabama,AL,George W. Bush,2006,28
Alabama,AL,George W. Bush,2007,24
Alabama,AL,George W. Bush,2008,4
Alabama,AL,Gerald R. Ford,1974,2
Alabama,AL,Gerald R. Ford,1975,3
Alabama,AL,Gerald R. Ford,1976,38
Alabama,AL,Herbert Hoover,1929,2
Alabama,AL,Herbert Hoover,1930,1
Alabama,AL,Jimmy Carter,1977,12
Alabama,AL,Jimmy Carter,1978,8
Alabama,AL,Jimmy Carter,1979,19
Alabama,AL,Jimmy Carter,1980,14
Alabama,AL,John F. Kennedy,1962,5
Alabama,AL,John F. Kennedy,1963,21
Alabama,AL,"Joseph R. Biden, Jr.",2021,11
Alabama,AL,"Joseph R. Biden, Jr.",2022,18
Alabama,AL,"Joseph R. Biden, Jr.",2023,40
Alabama,AL,"Joseph R. Biden, Jr.",2024,22
Alabama,AL,Lyndon B. Johnson,1964,17
Alabama,AL,Lyndon B. Johnson,1965,40
Alabama,AL,Lyndon B. Johnson,1966,5
Alabama,AL,Lyndon B. Johnson,1967,1
Alabama,AL,Lyndon B. Johnson,1968,3
Alabama,AL,Richard Nixon,1970,1
Alabama,AL,Richard Nixon,1971,3
Alabama,AL,Richard Nixon,1972,5
Alabama,AL,Richard Nixon,1974,6
Alabama,AL,Ronald Reagan,1981,1
Alabama,AL,Ronald Reagan,1982,18
Alabama,AL,Ronald Reagan,1983,4
Alabama,AL,Ronald Reagan,1984,17
Alabama,AL,Ronald Reagan,1985,6
Alabama,AL,Ronald Reagan,1986,28
Alabama,AL,Ronald Reagan,1988,3
Alabama,AL,Theodore Roosevelt,1902,1
Alabama,AL,Theodore Roosevelt,1905,16
Alabama,AL,Warren G. Harding,1921,6
Alabama,AL,William Howard Taft,1909,4
Alabama,AL,William J. Clinton,1993,27
Alabama,AL,William J. Clinton,1994,8
Alabama,AL,William J. Clinton,1995,9
Alabama,AL,William J. Clinton,1996,15
Alabama,AL,William J. Clinton,1997,4
Alabama,AL,William J. Clinton,1998,17
Alabama,AL,William J. Clinton,1999,5
Alabama,AL,William J. Clinton,2000,19
Alaska,AK,Barack Obama,2009,26
Alaska,AK,Barack Obama,2010,6
Alaska,AK,Barack Obama,2011,12
Alaska,AK,Barack Obama,2012,3
Alaska,AK,Barack Obama,2013,1
Alaska,AK,Barack Obama,2014,4
Alaska,AK,Barack Obama,2015,72
Alaska,AK,Barack Obama,2016,18
Alaska,AK,Calvin Coolidge,1924,3
Alaska,AK,Calvin Coolidge,1925,4
Alaska,AK,Calvin Coolidge,1926,7
Alaska,AK,Calvin Coolidge,1927,2
Alaska,AK,Donald J. Trump (1st Term),2017,28
Alaska,AK,Donald J. Trump (1st Term),2018,31
Alaska,AK,Donald J. Trump (1st Term),2019,44
Alaska,AK,Donald J. Trump (1st Term),2020,38
Alaska,AK,Donald J. Trump (1st Term),2021,4
Alaska,AK,Donald J. Trump (2nd Term),2025,83
Alaska,AK,Dwight D. Eisenhower,1953,6
Alaska,AK,Dwight D. Eisenhower,1954,12
Alaska,AK,Dwight D. Eisenhower,1955,7
Alaska,AK,Dwight D. Eisenhower,1956,5
Alaska,AK,Dwight D. Eisenhower,1958,9
Alaska,AK,Dwight D. Eisenhower,1959,3
Alaska,AK,Dwight D. Eisenhower,1960,9
Alaska,AK,Franklin D. Roosevelt,1935,1
Alaska,AK,Franklin D. Roosevelt,1939,1
Alaska,AK,Franklin D. Roosevelt,1940,1
Alaska,AK,Franklin D. Roosevelt,1942,3
Alaska,AK,Franklin D. Roosevelt,1943,3
Alaska,AK,Franklin D. Roosevelt,1944,23
Alaska,AK,George Bush,1989,35
Alaska,AK,George Bush,1990,13
Alaska,AK,George Bush,1991,23
Alaska,AK,George Bush,1992,15
Alaska,AK,George W. Bush,2001,17
Alaska,AK,George W. Bush,2002,31
Alaska,AK,George W. Bush,2004,8
Alaska,AK,George W. Bush,2005,11
Alaska,AK,George W. Bush,2006,4
Alaska,AK,George W. Bush,2007,9
Alaska,AK,George W. Bush,2008,18
Alaska,AK,Gerald R. Ford,1974,17
Alaska,AK,Gerald R. Ford,1975,52
Alaska,AK,Gerald R. Ford,1976,20
Alaska,AK,Herbert Hoover,1931,2
Alaska,AK,Jimmy Carter,1977,28
Alaska,AK,Jimmy Carter,1978,32
Alaska,AK,Jimmy Carter,1979,41
Alaska,AK,Jimmy Carter,1980,63
Alaska,AK,John F. Kennedy,1961,4
Alaska,AK,John F. Kennedy,1962,8
Alaska,AK,John F. Kennedy,1963,4
Alaska,AK,"Joseph R. Biden, Jr.",2021,12
Alaska,AK,"Joseph R. Biden, Jr.",2022,4
Alaska,AK,"Joseph R. Biden, Jr.",2023,25
Alaska,AK,"Joseph R. Biden, Jr.",2024,1
Alaska,AK,"Joseph R. Biden, Jr.",2025,2
Alaska,AK,Lyndon B. Johnson,1964,21
Alaska,AK,Lyndon B. Johnson,1965,4
Alaska,AK,Lyndon B. Johnson,1966,22
Alaska,AK,Lyndon B. Johnson,1968,1
Alaska,AK,Richard Nixon,1969,4
Alaska,AK,Richard Nixon,1970,1
Alaska,AK,Richard Nixon,1971,11
Alaska,AK,Richard Nixon,1972,1
Alaska,AK,Richard Nixon,1973,20
Alaska,AK,Richard Nixon,1974,4
Alaska,AK,Ronald Reagan,1981,2
Alaska,AK,Ronald Reagan,1982,2
Alaska,AK,Ronald Reagan,1983,20
Alaska,AK,Ronald Reagan,1984,24
Alaska,AK,Ronald Reagan,1985,8
Alaska,AK,Ronald Reagan,1986,6
Alaska,AK,Ronald Reagan,1988,1
Alaska,AK,Theodore Roosevelt,1902,1
Alaska,AK,Theodore Roosevelt,1903,49
Alaska,AK,Theodore Roosevelt,1904,2
Alaska,AK,Warren G. Harding,1920,1
Alaska,AK,Warren G. Harding,1923,3
Alaska,AK,William Howard Taft,1909,34
Alaska,AK,William Howard Taft,1910,17
Alaska,AK,William Howard Taft,1912,1
Alaska,AK,William J. Clinton,1993,4
Alaska,AK,William J. Clinton,1994,34
Alaska,AK,William J. Clinton,1995,10
Alaska,AK,William J. Clinton,1996,18
Alaska,AK,William J. Clinton,1997,12
Alaska,AK,William J. Clinton,1998,4
Alaska,AK,William J. Clinton,1999,8
Alaska,AK,William J. Clinton,2000,11
Alaska,AK,William J. Clinton,2001,1
Alaska,AK,Woodrow Wilson,1913,4
Alaska,AK,Woodrow Wilson,1914,1
Alaska,AK,Woodrow Wilson,1916,2
Alaska,AK,Woodrow Wilson,1919,1
Arizona,AZ,Barack Obama,2009,15
Arizona,AZ,Barack Obama,2010,64
Arizona,AZ,Barack Obama,2011,23
Arizona,AZ,Barack Obama,2012,30
Arizona,AZ,Barack Obama,2013,14
Arizona,AZ,Barack Obama,2014,3
Arizona,AZ,Barack Obama,2015,24
Arizona,AZ,Barack Obama,2016,15
Arizona,AZ,Calvin Coolidge,1924,11
Arizona,AZ,Calvin Coolidge,1927,2
Arizona,AZ,Donald J. Trump (1st Term),2017,66
Arizona,AZ,Donald J. Trump (1st Term),2018,26
Arizona,AZ,Donald J. Trump (1st Term),2019,35
Arizona,AZ,Donald J. Trump (1st Term),2020,275
Arizona,AZ,Donald J. Trump (1st Term),2021,5
Arizona,AZ,Donald J. Trump (2nd Term),2025,33
Arizona,AZ,Donald J. Trump (2nd Term),2026,1
Arizona,AZ,Dwight D. Eisenhower,1954,1
Arizona,AZ,Dwight D. Eisenhower,1955,1
Arizona,AZ,Dwight D. Eisenhower,1956,1
Arizona,AZ,Dwight D. Eisenhower,1957,3
Arizona,AZ,Franklin D. Roosevelt,1935,1
Arizona,AZ,Franklin D. Roosevelt,1937,1
Arizona,AZ,Franklin D. Roosevelt,1938,1
Arizona,AZ,Franklin D. Roosevelt,1942,1
Arizona,AZ,Franklin D. Roosevelt,1943,1
Arizona,AZ,Franklin D. Roosevelt,1944,1
Arizona,AZ,George Bush,1989,7
Arizona,AZ,George Bush,1990,3
Arizona,AZ,George Bush,1991,12
Arizona,AZ,George Bush,1992,14
Arizona,AZ,George W. Bush,2001,15
Arizona,AZ,George W. Bush,2002,43
Arizona,AZ,George W. Bush,2003,31
Arizona,AZ,George W. Bush,2004,58
Arizona,AZ,George W. Bush,2005,62
Arizona,AZ,George W. Bush,2006,30
Arizona,AZ,George W. Bush,2007,17
Arizona,AZ,George W. Bush,2008,5
Arizona,AZ,Gerald R. Ford,1974,8
Arizona,AZ,Gerald R. Ford,1975,4
Arizona,AZ,Gerald R. Ford,1976,12
Arizona,AZ,Herbert Hoover,1929,4
Arizona,AZ,Herbert Hoover,1930,1
Arizona,AZ,Herbert Hoover,1931,1
Arizona,AZ,Herbert Hoover,1932,4
Arizona,AZ,Jimmy Carter,1977,5
Arizona,AZ,Jimmy Carter,1978,1
Arizona,AZ,Jimmy Carter,1979,5
Arizona,AZ,Jimmy Carter,1980,4
Arizona,AZ,John F. Kennedy,1961,13
Arizona,AZ,John F. Kennedy,1963,1
Arizona,AZ,"Joseph R. Biden, Jr.",2021,21
Arizona,AZ,"Joseph R. Biden, Jr.",2022,37
Arizona,AZ,"Joseph R. Biden, Jr.",2023,38
Arizona,AZ,"Joseph R. Biden, Jr.",2024,39
Arizona,AZ,"Joseph R. Biden, Jr.",2025,2
Arizona,AZ,Lyndon B. Johnson,1964,21
Arizona,AZ,Lyndon B. Johnson,1965,5
Arizona,AZ,Lyndon B. Johnson,1966,10
Arizona,AZ,Lyndon B. Johnson,1967,1
Arizona,AZ,Lyndon B. Johnson,1968,11
Arizona,AZ,Richard Nixon,1969,2
Arizona,AZ,Richard Nixon,1970,8
Arizona,AZ,Richard Nixon,1971,4
Arizona,AZ,Richard Nixon,1973,2
Arizona,AZ,Richard Nixon,1974,13
Arizona,AZ,Ronald Reagan,1964,3
Arizona,AZ,Ronald Reagan,1981,2
Arizona,AZ,Ronald Reagan,1982,5
Arizona,AZ,Ronald Reagan,1983,5
Arizona,AZ,Ronald Reagan,1984,3
Arizona,AZ,Ronald Reagan,1985,2
Arizona,AZ,Ronald Reagan,1986,4
Arizona,AZ,Ronald Reagan,1987,3
Arizona,AZ,Ronald Reagan,1988,2
Arizona,AZ,Theodore Roosevelt,1902,1
Arizona,AZ,Theodore Roosevelt,1903,9
Arizona,AZ,Warren G. Harding,1923,2
Arizona,AZ,William Howard Taft,1909,3
Arizona,AZ,William Howard Taft,1910,2
Arizona,AZ,William Howard Taft,1912,1
Arizona,AZ,William J. Clinton,1993,22
Arizona,AZ,William J. Clinton,1994,5
Arizona,AZ,William J. Clinton,1995,11
Arizona,AZ,William J. Clinton,1996,30
Arizona,AZ,William J. Clinton,1997,11
Arizona,AZ,William J. Clinton,1998,4
Arizona,AZ,William J. Clinton,1999,27
Arizona,AZ,William J. Clinton,2000,26
Arizona,AZ,Woodrow Wilson,1916,1
Arizona,AZ,Woodrow Wilson,1919,1
Arkansas,AR,Barack Obama,2009,2
Arkansas,AR,Barack Obama,2010,6
Arkansas,AR,Barack Obama,2011,1
Arkansas,AR,Barack Obama,2012,6
Arkansas,AR,Barack Obama,2013,10
Arkansas,AR,Barack Obama,2014,7
Arkansas,AR,Barack Obama,2015,2
Arkansas,AR,Barack Obama,2016,4
Arkansas,AR,Calvin Coolidge,1927,2
Arkansas,AR,Calvin Coolidge,1928,1
Arkansas,AR,Donald J. Trump (1st Term),2017,4
Arkansas,AR,Donald J. Trump (1st Term),2018,15
Arkansas,AR,Donald J. Trump (1st Term),2019,9
Arkansas,AR,Donald J. Trump (1st Term),2020,38
Arkansas,AR,Donald J. Trump (2nd Term),2025,8
Arkansas,AR,Dwight D. Eisenhower,1953,2
Arkansas,AR,Dwight D. Eisenhower,1954,1
Arkansas,AR,Dwight D. Eisenhower,1957,10
Arkansas,AR,Dwight D. Eisenhower,1958,2
Arkansas,AR,Franklin D. Roosevelt,1933,1
Arkansas,AR,Franklin D. Roosevelt,1934,1
Arkansas,AR,Franklin D. Roosevelt,1936,24
Arkansas,AR,Franklin D. Roosevelt,1937,1
Arkansas,AR,Franklin D. Roosevelt,1938,5
Arkansas,AR,Franklin D. Roosevelt,1939,1
Arkansas,AR,Franklin D. Roosevelt,1941,1
Arkansas,AR,Franklin D. Roosevelt,1944,1
Arkansas,AR,George Bush,1989,14
Arkansas,AR,George Bush,1990,6
Arkansas,AR,George Bush,1991,3
Arkansas,AR,George Bush,1992,557
Arkansas,AR,George W. Bush,2001,40
Arkansas,AR,George W. Bush,2002,58
Arkansas,AR,George W. Bush,2003,28
Arkansas,AR,George W. Bush,2004,75
Arkansas,AR,George W. Bush,2005,15
Arkansas,AR,George W. Bush,2006,15
Arkansas,AR,George W. Bush,2007,9
Arkansas,AR,George W. Bush,2008,4
Arkansas,AR,Gerald R. Ford,1975,4
Arkansas,AR,Gerald R. Ford,1976,2
Arkansas,AR,Herbert Hoover,1929,3
Arkansas,AR,Herbert Hoover,1930,1
Arkansas,AR,Herbert Hoover,1931,3
Arkansas,AR,Jimmy Carter,1977,8
Arkansas,AR,Jimmy Carter,1978,7
Arkansas,AR,Jimmy Carter,1979,1
Arkansas,AR,Jimmy Carter,1980,24
Arkansas,AR,John F. Kennedy,1961,3
Arkansas,AR,John F. Kennedy,1962,15
Arkansas,AR,John F. Kennedy,1963,18
Arkansas,AR,"Joseph R. Biden, Jr.",2021,7
Arkansas,AR,"Joseph R. Biden, Jr.",2022,1
Arkansas,AR,"Joseph R. Biden, Jr.",2023,1
Arkansas,AR,"Joseph R. Biden, Jr.",2024,1
Arkansas,AR,Lyndon B. Johnson,1964,27
Arkansas,AR,Lyndon B. Johnson,1965,10
Arkansas,AR,Lyndon B. Johnson,1966,7
Arkansas,AR,Lyndon B. Johnson,1967,5
Arkansas,AR,Lyndon B. Johnson,1968,5
Arkansas,AR,Richard Nixon,1969,16
Arkansas,AR,Richard Nixon,1971,7
Arkansas,AR,Ronald Reagan,1964,1
Arkansas,AR,Ronald Reagan,1981,5
Arkansas,AR,Ronald Reagan,1982,1
Arkansas,AR,Ronald Reagan,1983,6
Arkansas,AR,Ronald Reagan,1984,7
Arkansas,AR,Ronald Reagan,1985,2
Arkansas,AR,Ronald Reagan,1986,1
Arkansas,AR,Ronald Reagan,1987,3
Arkansas,AR,Ronald Reagan,1988,2
Arkansas,AR,Theodore Roosevelt,1905,3
Arkansas,AR,Ulysses S. Grant,1876,1
Arkansas,AR,William Howard Taft,1909,2
Arkansas,AR,William J. Clinton,1992,7
Arkansas,AR,William J. Clinton,1993,147
Arkansas,AR,William J. Clinton,1994,102
Arkansas,AR,William J. Clinton,1995,153
Arkansas,AR,William J. Clinton,1996,207
Arkansas,AR,William J. Clinton,1997,104
Arkansas,AR,William J. Clinton,1998,129
Arkansas,AR,William J. Clinton,1999,210
Arkansas,AR,William J. Clinton,2000,282
Arkansas,AR,William J. Clinton,2001,62
Arkansas,AR,William J. Clinton,2008,2
Arkansas,AR,William J. Clinton,2011,1
California,CA,Barack Obama,2009,103
California,CA,Barack Obama,2010,127
California,CA,Barack Obama,2011,45
California,CA,Barack Obama,2012,30
California,CA,Barack Obama,2013,66
California,CA,Barack Obama,2014,77
California,CA,Barack Obama,2015,51
California,CA,Barack Obama,2016,47
California,CA,Calvin Coolidge,1923,3
California,CA,Calvin Coolidge,1924,1
California,CA,Calvin Coolidge,1927,1
California,CA,Calvin Coolidge,1928,3
California,CA,Donald J. Trump (1st Term),2017,33
California,CA,Donald J. Trump (1st Term),2018,221
California,CA,Donald J. Trump (1st Term),2019,145
California,CA,Donald J. Trump (1st Term),2020,346
California,CA,Donald J. Trump (1st Term),2021,2
California,CA,Donald J. Trump (2nd Term),2025,335
California,CA,Donald J. Trump (2nd Term),2026,8
California,CA,Dwight D. Eisenhower,1953,1
California,CA,Dwight D. Eisenhower,1954,9
California,CA,Dwight D. Eisenhower,1955,9
California,CA,Dwight D. Eisenhower,1956,16
California,CA,Dwight D. Eisenhower,1957,3
California,CA,Dwight D. Eisenhower,1958,3
California,CA,Dwight D. Eisenhower,1959,7
California,CA,Dwight D. Eisenhower,1960,7
California,CA,Franklin D. Roosevelt,1934,1
California,CA,Franklin D. Roosevelt,1935,4
California,CA,Franklin D. Roosevelt,1936,3
California,CA,Franklin D. Roosevelt,1937,2
California,CA,Franklin D. Roosevelt,1938,2
California,CA,Franklin D. Roosevelt,1940,7
California,CA,Franklin D. Roosevelt,1941,1
California,CA,Franklin D. Roosevelt,1942,5
California,CA,Franklin D. Roosevelt,1943,1
California,CA,Franklin D. Roosevelt,1944,4
California,CA,George Bush,1989,55
California,CA,George Bush,1990,127
California,CA,George Bush,1991,69
California,CA,George Bush,1992,124
California,CA,George W. Bush,2001,118
California,CA,George W. Bush,2002,112
California,CA,George W. Bush,2003,87
California,CA,George W. Bush,2004,60
California,CA,George W. Bush,2005,60
California,CA,George W. Bush,2006,62
California,CA,George W. Bush,2007,47
California,CA,George W. Bush,2008,23
California,CA,George W. Bush,2009,3
California,CA,George W. Bush,2011,1
California,CA,Gerald R. Ford,1974,43
California,CA,Gerald R. Ford,1975,139
California,CA,Gerald R. Ford,1976,209
California,CA,Herbert Hoover,1929,6
California,CA,Herbert Hoover,1931,3
California,CA,Herbert Hoover,1932,50
California,CA,James Buchanan,1857,1
California,CA,Jimmy Carter,1977,92
California,CA,Jimmy Carter,1978,70
California,CA,Jimmy Carter,1979,70
California,CA,Jimmy Carter,1980,89
California,CA,John F. Kennedy,1960,1
California,CA,John F. Kennedy,1961,15
California,CA,John F. Kennedy,1962,40
California,CA,John F. Kennedy,1963,25
California,CA,"Joseph R. Biden, Jr.",2020,2
California,CA,"Joseph R. Biden, Jr.",2021,84
California,CA,"Joseph R. Biden, Jr.",2022,50
California,CA,"Joseph R. Biden, Jr.",2023,74
California,CA,"Joseph R. Biden, Jr.",2024,43
California,CA,"Joseph R. Biden, Jr.",2025,26
California,CA,Lyndon B. Johnson,1963,1
California,CA,Lyndon B. Johnson,1964,151
California,CA,Lyndon B. Johnson,1965,20
California,CA,Lyndon B. Johnson,1966,35
California,CA,Lyndon B. Johnson,1967,22
California,CA,Lyndon B. Johnson,1968,22
California,CA,Richard Nixon,1960,2
California,CA,Richard Nixon,1969,42
California,CA,Richard Nixon,1970,135
California,CA,Richard Nixon,1971,86
California,CA,Richard Nixon,1972,52
California,CA,Richard Nixon,1973,47
California,CA,Richard Nixon,1974,20
California,CA,Ronald Reagan,1967,5
California,CA,Ronald Reagan,1971,12
California,CA,Ronald Reagan,1981,153
California,CA,Ronald Reagan,1982,162
California,CA,Ronald Reagan,1983,169
California,CA,Ronald Reagan,1984,169
California,CA,Ronald Reagan,1985,97
California,CA,Ronald Reagan,1986,108
California,CA,Ronald Reagan,1987,71
California,CA,Ronald Reagan,1988,130
California,CA,Ronald Reagan,1989,10
California,CA,Theodore Roosevelt,1902,1
California,CA,Theodore Roosevelt,1903,134
California,CA,William Howard Taft,1909,13
California,CA,William Howard Taft,1910,3
California,CA,William J. Clinton,1993,493
California,CA,William J. Clinton,1994,389
California,CA,William J. Clinton,1995,224
California,CA,William J. Clinton,1996,225
California,CA,William J. Clinton,1997,161
California,CA,William J. Clinton,1998,248
California,CA,William J. Clinton,1999,154
California,CA,William J. Clinton,2000,280
California,CA,William J. Clinton,2001,8
California,CA,William J. Clinton,2008,1
Colorado,CO,Barack Obama,2009,37
Colorado,CO,Barack Obama,2010,33
Colorado,CO,Barack Obama,2011,30
Colorado,CO,Barack Obama,2012,146
Colorado,CO,Barack Obama,2013,30
Colorado,CO,Barack Obama,2014,23
Colorado,CO,Barack Obama,2015,16
Colorado,CO,Barack Obama,2016,7
Colorado,CO,Calvin Coolidge,1927,1
Colorado,CO,Donald J. Trump (1st Term),2017,3
Colorado,CO,Donald J. Trump (1st Term),2018,11
Colorado,CO,Donald J. Trump (1st Term),2019,14
Colorado,CO,Donald J. Trump (1st Term),2020,81
Colorado,CO,Donald J. Trump (2nd Term),2025,38
Colorado,CO,Donald J. Trump (2nd Term),2026,3
Colorado,CO,Dwight D. Eisenhower,1953,4
Colorado,CO,Dwight D. Eisenhower,1954,11
Colorado,CO,Dwight D. Eisenhower,1955,2
Colorado,CO,Dwight D. Eisenhower,1956,5
Colorado,CO,Dwight D. Eisenhower,1958,1
Colorado,CO,Dwight D. Eisenhower,1959,2
Colorado,CO,Dwight D. Eisenhower,1960,1
Colorado,CO,Franklin D. Roosevelt,1935,5
Colorado,CO,Franklin D. Roosevelt,1936,9
Colorado,CO,Franklin D. Roosevelt,1938,6
Colorado,CO,Franklin D. Roosevelt,1940,1
Colorado,CO,Franklin D. Roosevelt,1944,3
Colorado,CO,George Bush,1989,17
Colorado,CO,George Bush,1990,22
Colorado,CO,George Bush,1991,26
Colorado,CO,George Bush,1992,13
Colorado,CO,George W. Bush,2001,18
Colorado,CO,George W. Bush,2002,19
Colorado,CO,George W. Bush,2003,18
Colorado,CO,George W. Bush,2004,27
Colorado,CO,George W. Bush,2005,30
Colorado,CO,George W. Bush,2006,36
Colorado,CO,George W. Bush,2007,9
Colorado,CO,George W. Bush,2008,7
Colorado,CO,George W. Bush,2009,1
Colorado,CO,Gerald R. Ford,1974,16
Colorado,CO,Gerald R. Ford,1975,3
Colorado,CO,Gerald R. Ford,1976,9
Colorado,CO,Herbert Hoover,1931,1
Colorado,CO,Jimmy Carter,1977,55
Colorado,CO,Jimmy Carter,1978,38
Colorado,CO,Jimmy Carter,1979,3
Colorado,CO,Jimmy Carter,1980,2
Colorado,CO,John F. Kennedy,1961,1
Colorado,CO,John F. Kennedy,1962,15
Colorado,CO,John F. Kennedy,1963,5
Colorado,CO,"Joseph R. Biden, Jr.",2021,14
Colorado,CO,"Joseph R. Biden, Jr.",2022,24
Colorado,CO,"Joseph R. Biden, Jr.",2023,44
Colorado,CO,"Joseph R. Biden, Jr.",2024,1
Colorado,CO,"Joseph R. Biden, Jr.",2025,1
Colorado,CO,Lyndon B. Johnson,1964,3
Colorado,CO,Lyndon B. Johnson,1965,6
Colorado,CO,Lyndon B. Johnson,1966,15
Colorado,CO,Lyndon B. Johnson,1967,3
Colorado,CO,Lyndon B. Johnson,1968,4
Colorado,CO,Richard Nixon,1969,4
Colorado,CO,Richard Nixon,1970,15
Colorado,CO,Richard Nixon,1971,1
Colorado,CO,Richard Nixon,1973,2
Colorado,CO,Richard Nixon,1974,3
Colorado,CO,Ronald Reagan,1981,2
Colorado,CO,Ronald Reagan,1982,6
Colorado,CO,Ronald Reagan,1983,3
Colorado,CO,Ronald Reagan,1984,5
Colorado,CO,Ronald Reagan,1985,4
Colorado,CO,Ronald Reagan,1986,50
Colorado,CO,Ronald Reagan,1987,1
Colorado,CO,Ronald Reagan,1988,3
Colorado,CO,Theodore Roosevelt,1903,5
Colorado,CO,Theodore Roosevelt,1905,16
Colorado,CO,Ulysses S. Grant,1876,1
Colorado,CO,William Howard Taft,1909,4
Colorado,CO,William Howard Taft,1910,2
Colorado,CO,William J. Clinton,1993,16
Colorado,CO,William J. Clinton,1994,8
Colorado,CO,William J. Clinton,1995,20
Colorado,CO,William J. Clinton,1996,42
Colorado,CO,William J. Clinton,1997,17
Colorado,CO,William J. Clinton,1998,10
Colorado,CO,William J. Clinton,1999,56
Colorado,CO,William J. Clinton,2000,61
Connecticut,CT,Barack Obama,2009,10
Connecticut,CT,Barack Obama,2010,23
Connecticut,CT,Barack Obama,2011,3
Connecticut,CT,Barack Obama,2012,33
Connecticut,CT,Barack Obama,2013,21
Connecticut,CT,Barack Obama,2014,36
Connecticut,CT,Barack Obama,2015,9
Connecticut,CT,Barack Obama,2016,7
Connecticut,CT,Calvin Coolidge,1925,1
Connecticut,CT,Calvin Coolidge,1926,2
Connecticut,CT,Calvin Coolidge,1927,1
Connecticut,CT,Donald J. Trump (1st Term),2017,2
Connecticut,CT,Donald J. Trump (1st Term),2018,13
Connecticut,CT,Donald J. Trump (1st Term),2019,1
Connecticut,CT,Donald J. Trump (1st Term),2020,24
Connecticut,CT,Donald J. Trump (2nd Term),2025,4
Connecticut,CT,Dwight D. Eisenhower,1953,1
Connecticut,CT,Dwight D. Eisenhower,1954,2
Connecticut,CT,Dwight D. Eisenhower,1955,1
Connecticut,CT,Dwight D. Eisenhower,1956,1
Connecticut,CT,Dwight D. Eisenhower,1959,1
Connecticut,CT,Franklin D. Roosevelt,1936,10
Connecticut,CT,Franklin D. Roosevelt,1937,1
Connecticut,CT,Franklin D. Roosevelt,1938,1
Connecticut,CT,Franklin D. Roosevelt,1940,1
Connecticut,CT,Franklin D. Roosevelt,1941,1
Connecticut,CT,Franklin D. Roosevelt,1944,2
Connecticut,CT,George Bush,1989,8
Connecticut,CT,George Bush,1990,12
Connecticut,CT,George Bush,1991,4
Connecticut,CT,George Bush,1992,16
Connecticut,CT,George W. Bush,2001,15
Connecticut,CT,George W. Bush,2002,19
Connecticut,CT,George W. Bush,2003,7
Connecticut,CT,George W. Bush,2004,16
Connecticut,CT,George W. Bush,2005,1
Connecticut,CT,George W. Bush,2006,12
Connecticut,CT,George W. Bush,2007,1
Connecticut,CT,George W. Bush,2008,5
Connecticut,CT,Gerald R. Ford,1975,18
Connecticut,CT,Gerald R. Ford,1976,12
Connecticut,CT,Herbert Hoover,1929,1
Connecticut,CT,Herbert Hoover,1931,1
Connecticut,CT,Jimmy Carter,1977,7
Connecticut,CT,Jimmy Carter,1978,37
Connecticut,CT,Jimmy Carter,1979,17
Connecticut,CT,Jimmy Carter,1980,19
Connecticut,CT,John F. Kennedy,1961,4
Connecticut,CT,John F. Kennedy,1962,10
Connecticut,CT,"Joseph R. Biden, Jr.",2020,3
Connecticut,CT,"Joseph R. Biden, Jr.",2021,18
Connecticut,CT,"Joseph R. Biden, Jr.",2022,22
Connecticut,CT,"Joseph R. Biden, Jr.",2023,14
Connecticut,CT,"Joseph R. Biden, Jr.",2024,3
Connecticut,CT,Lyndon B. Johnson,1964,18
Connecticut,CT,Lyndon B. Johnson,1965,6
